Variant Annotation ID	Variant/Haplotypes	Drug(s)	Phenotype Category	Significance	Sentence	Allele Of Frequency In Cases	Allele Of Frequency In Controls	P Value	Ratio Stat Type	Ratio Stat	Confidence Interval Start	Confidence Interval Stop
1183703264	CYP2C9*1, CYP2C9*13	lornoxicam	Metabolism/PK	yes	CYP2C9 *1/*13 is associated with decreased metabolism of lornoxicam in healthy individuals as compared to CYP2C9 *1/*1.			< 0.01	OR			
1183620172	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Efficacy	yes	CYP2C19 *1/*1 is associated with decreased response to rabeprazole in healthy individuals as compared to CYP2C19 *2 + *3.	*1		= 0.05	Unknown			
1183620172	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Efficacy	yes	CYP2C19 *1/*1 is associated with decreased response to rabeprazole in healthy individuals as compared to CYP2C19 *2 + *3.	*1		= 0.05				
1183620224	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Metabolism/PK	yes	CYP2C19 *1/*1 is associated with increased metabolism of rabeprazole in healthy individuals as compared to CYP2C19 *2 + *3.	*1		= 0.01	Unknown			
1183620224	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Metabolism/PK	yes	CYP2C19 *1/*1 is associated with increased metabolism of rabeprazole in healthy individuals as compared to CYP2C19 *2 + *3.	*1		= 0.05	Unknown			
1183620224	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Metabolism/PK	yes	CYP2C19 *1/*1 is associated with increased metabolism of rabeprazole in healthy individuals as compared to CYP2C19 *2 + *3.	*1		= 0.05	Unknown			
1183620224	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Metabolism/PK	yes	CYP2C19 *1/*1 is associated with increased metabolism of rabeprazole in healthy individuals as compared to CYP2C19 *2 + *3.	*1		= 0.05				
1183620224	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Metabolism/PK	yes	CYP2C19 *1/*1 is associated with increased metabolism of rabeprazole in healthy individuals as compared to CYP2C19 *2 + *3.	*1		= 0.05				
1183620224	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Metabolism/PK	yes	CYP2C19 *1/*1 is associated with increased metabolism of rabeprazole in healthy individuals as compared to CYP2C19 *2 + *3.	*1		= 0.05				
1183620365	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Metabolism/PK	yes	CYP2C19 *1/*2 + *1/*3 is associated with increased metabolism of rabeprazole in healthy individuals as compared to CYP2C19 *2/*2 + *2/*3 + *3/*3.	*1		= 0.001	Unknown			
1183620365	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Metabolism/PK	yes	CYP2C19 *1/*2 + *1/*3 is associated with increased metabolism of rabeprazole in healthy individuals as compared to CYP2C19 *2/*2 + *2/*3 + *3/*3.	*1		= 0.05	Unknown			
1183620365	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Metabolism/PK	yes	CYP2C19 *1/*2 + *1/*3 is associated with increased metabolism of rabeprazole in healthy individuals as compared to CYP2C19 *2/*2 + *2/*3 + *3/*3.	*1		= 0.05	Unknown			
1183619844	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Efficacy	yes	CYP2C19 *1/*1 is associated with decreased response to rabeprazole in healthy individuals as compared to CYP2C19 *2/*2 + *2/*3.	*1		= 0.05	Unknown			
1183621341	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Efficacy	no	CYP2C19 *1/*1 is not associated with response to rabeprazole in people with Helicobacter Infections as compared to CYP2C19 *1/*2 + *1/*3.			= 0.08	OR	1.71	0.93	3.13
1183621354	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Efficacy	no	CYP2C19 *1/*2 + *1/*3 is not associated with response to rabeprazole in people with Helicobacter Infections as compared to CYP2C19 *2/*2 + *2/*3 + *3/*3.			= 0.19	OR	0.66	0.36	1.23
827704985	CYP2A6*4A, CYP2A6*10	pilocarpine	Metabolism/PK	yes	CYP2A6 *4A/*10 is associated with decreased metabolism of pilocarpine in healthy individuals.			< 0.01	Unknown			
827704985	CYP2A6*4A, CYP2A6*10	pilocarpine	Metabolism/PK	yes	CYP2A6 *4A/*10 is associated with decreased metabolism of pilocarpine in healthy individuals.			< 0.05	Unknown			
827704987	CYP2A6*1A, CYP2A6*4A, CYP2A6*7	pilocarpine	Metabolism/PK	yes	CYP2A6 *4A/*7 is associated with decreased metabolism of pilocarpine in healthy individuals.			< 0.01	Unknown			
827704987	CYP2A6*1A, CYP2A6*4A, CYP2A6*7	pilocarpine	Metabolism/PK	yes	CYP2A6 *4A/*7 is associated with decreased metabolism of pilocarpine in healthy individuals.			< 0.05	Unknown			
1183621329	CYP2C19*1, CYP2C19*2, CYP2C19*3	omeprazole	Efficacy	yes	CYP2C19 *1/*2 + *1/*3 is associated with decreased response to omeprazole in people with Helicobacter Infections as compared to CYP2C19 *2/*2 + *2/*3 + *3/*3.			= 0.03	OR	2.24	1.09	4.61
827704983	CYP2A6*1A, CYP2A6*4A, CYP2A6*9A	pilocarpine	Metabolism/PK	yes	CYP2A6 *4A/*9A is associated with decreased metabolism of pilocarpine in healthy individuals.			< 0.01	Unknown			
827704983	CYP2A6*1A, CYP2A6*4A, CYP2A6*9A	pilocarpine	Metabolism/PK	yes	CYP2A6 *4A/*9A is associated with decreased metabolism of pilocarpine in healthy individuals.			< 0.05	Unknown			
827704977	CYP2A6*1A, CYP2A6*7, CYP2A6*9A	pilocarpine	Metabolism/PK	yes	CYP2A6 *7/*9A is associated with decreased metabolism of pilocarpine in healthy individuals.			< 0.01	Unknown			
827704977	CYP2A6*1A, CYP2A6*7, CYP2A6*9A	pilocarpine	Metabolism/PK	yes	CYP2A6 *7/*9A is associated with decreased metabolism of pilocarpine in healthy individuals.			< 0.05	Unknown			
1183703257	CYP2C9*1, CYP2C9*13	lornoxicam	Metabolism/PK	yes	CYP2C9 *1/*13 is associated with decreased clearance of lornoxicam in healthy individuals as compared to CYP2C9 *1/*1.			< 0.01	OR			
1183703229	CYP2C9*1, CYP2C9*3	lornoxicam	Metabolism/PK	yes	CYP2C9 *1/*3 is associated with decreased metabolism of lornoxicam in healthy individuals as compared to CYP2C9 *1/*1.			< 0.05	OR			
1183621319	CYP2C19*1, CYP2C19*2, CYP2C19*3	omeprazole	Efficacy	yes	CYP2C19 *1/*1 is associated with decreased response to omeprazole in people with Helicobacter Infections as compared to CYP2C19 *1/*2 + *1/*3.			= 0.0006	OR	2.12	1.38	3.25
1183703238	CYP2C9*1, CYP2C9*3	lornoxicam	Metabolism/PK	yes	CYP2C9 *1/*3 is associated with decreased clearance of lornoxicam in healthy individuals as compared to CYP2C9 *1/*1.			< 0.01	OR			
1449718023	CYP3A5*1, CYP3A5*3	aspirin,clopidogrel	Efficacy	no	CYP3A5 *3 is not associated with response to aspirin and clopidogrel in people with Acute coronary syndrome as compared to CYP3A5 *1.	*3		= 0.506	OR			
1451340012	CYP2C9*1, CYP2C9*6	warfarin	Dosage	yes	CYP2C9 *1/*6 is associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.							
1183621387	CYP2C19*1, CYP2C19*2, CYP2C19*3	lansoprazole	Efficacy	no	CYP2C19 *1/*2 + *1/*3 is not associated with response to lansoprazole in people with Helicobacter Infections as compared to CYP2C19 *2/*2 + *2/*3 + *3/*3.			= 0.51	OR	0.73	0.28	1.88
1448255788	CYP3A5*1, CYP3A5*3	tacrolimus	Dosage	yes	CYP3A5 *1/*3 + *3/*3 are associated with increased trough concentration of tacrolimus in people with Kidney Transplantation as compared to CYP3A5 *1/*1.	*1		< 0.05	OR			
1183621366	CYP2C19*1, CYP2C19*2, CYP2C19*3	lansoprazole	Efficacy	no	CYP2C19 *1/*1 is not associated with response to lansoprazole in people with Helicobacter Infections as compared to CYP2C19 *1/*2 + *1/*3.			= 0.13	OR	1.59	0.87	2.88
1449718041	CYP2C19*1, CYP2C19*2	aspirin,clopidogrel	Efficacy	no	CYP2C19 *2 is not associated with response to aspirin and clopidogrel in people with Acute coronary syndrome as compared to CYP2C19 *1.	*2		= 0.219	OR			
1448276267	CYP2C9*2, CYP2C9*3	warfarin	Dosage	not stated	CYP2C9 *2 + *3 are associated with dose of warfarin in people with Stroke.				OR			
1184764277	CYP2D6*5, CYP2D6*8	sparteine	Metabolism/PK	not stated	CYP2D6 *5/*8 (assigned as poor metabolizers phenotype) is associated with decreased metabolism of sparteine in healthy individuals.				OR			
1183617359	CYP2D6*1, CYP2D6*3, CYP2D6*4, CYP2D6*5	venlafaxine	Metabolism/PK	yes	CYP2D6 *3/*4 + *4/*4 + *4/*5 are associated with decreased metabolism of venlafaxine as compared to CYP2D6 *1/*1.			= 0.05	Unknown			
1449713965	CYP3A5*1, CYP3A5*3	alfentanil	Metabolism/PK	no	CYP3A5 *3/*3 is not associated with clearance of alfentanil in healthy individuals as compared to CYP3A5 *1/*1 + *1/*3.	*3			OR			
1448603925	CYP3A5*1, CYP3A5*3	tacrolimus	Metabolism/PK	no	CYP3A5 *1/*1 + *1/*3 is associated with trough concentration of tacrolimus in children with Kidney Transplantation as compared to CYP3A5 *3/*3.			= 0.0061	OR			
1184764290	CYP2D6*4, CYP2D6*11	sparteine	Metabolism/PK	not stated	CYP2D6 *4/*11 (assigned as poor metabolizers phenotype) is associated with decreased metabolism of sparteine in healthy individuals.				OR			
1184764284	CYP2D6*4, CYP2D6*12	sparteine	Metabolism/PK	not stated	CYP2D6 *4/*12 (assigned as poor metabolizers phenotype) is associated with decreased metabolism of sparteine in healthy individuals.				OR			
1447948565	CYP2D6*1, CYP2D6*10, CYP2D6*36	gefitinib	Metabolism/PK	no	CYP2D6 *1/*1 is not associated with metabolism of gefitinib in people with Carcinoma, Non-Small-Cell Lung as compared to CYP2D6 *1/*10 + *1/*36 + *10/*10 + *10/*36 + *36/*36.				OR			
1183699285	CYP2C9*1, CYP2C9*3	warfarin	Dosage	yes	CYP2C9 *3 is associated with decreased dose of warfarin in people with total knee or hip arthroplasty as compared to CYP2C9 *1.	*3		< 0.001	OR			
1184747909	CYP2C9*1, CYP2C9*2	propofol	Metabolism/PK	yes	CYP2C9 *1/*1 + *1/*2 is associated with decreased concentrations of propofol in people with as compared to CYP2C9 *2/*2.	*2		= 0.02	OR			
1448603912	CYP3A4*1, CYP3A4*22	tacrolimus	Metabolism/PK	no	CYP3A4 *1/*22 is not associated with trough concentration of tacrolimus in people with Kidney Transplantation as compared to CYP3A4 *1/*1.	*22		= 0.24	OR			
981501231	TPMT*1, TPMT*3A	mercaptopurine,methotrexate	Dosage	no	TPMT *1/*1 is associated with increased dose of mercaptopurine and methotrexate in children with Precursor Cell Lymphoblastic Leukemia-Lymphoma as compared to TPMT *1/*3A.			= 0.19	Unknown			
1184764302	CYP2D6*4, CYP2D6*59	sparteine	Metabolism/PK	not stated	CYP2D6 *4/*59 is associated with decreased metabolism of sparteine in healthy individuals.				OR			
1447948553	CYP3A5*1, CYP3A5*3	gefitinib	Metabolism/PK	no	CYP3A5 *1/*1 + *1/*3 is not associated with metabolism of gefitinib in people with Carcinoma, Non-Small-Cell Lung as compared to CYP3A5 *3/*3.				OR			
1448276214	CYP2C9*1, CYP2C9*3	warfarin	Metabolism/PK	yes	CYP2C9 *1/*3 is associated with clearance of warfarin in people with Heart Diseases as compared to CYP2C9 *1/*1.	*3			OR			
1184747936	UGT1A1*1, UGT1A1*28	gepirone hydrochloride	Metabolism/PK	no	UGT1A1 *28 is not associated with clearance of gepirone hydrochloride in people with Asthma as compared to UGT1A1 *1.				OR			
1449713997	CYP3A5*1, CYP3A5*3	fentanyl	Dosage	no	CYP3A5 *3 is not associated with dose of fentanyl in women with Pain, Postoperative as compared to CYP3A5 *1.	*3			OR			
1183617444	CYP2C19*1, CYP2C19*2, CYP2C19*3	lansoprazole,omeprazole	Efficacy	yes	CYP2C19 *1/*2 + *1/*3 is associated with increased response to lansoprazole or omeprazole in people with Helicobacter Infections as compared to CYP2C19 *1/*1.	*1		= 0.001	Unknown			
1183617434	CYP2D6*1, CYP2D6*4	citalopram,escitalopram,fluoxetine,fluvoxamine,paroxetine,sertraline	Dosage,Efficacy	yes	CYP2D6 *4/*4 is associated with decreased dose of citalopram, escitalopram, fluoxetine, fluvoxamine, paroxetine or sertraline in people with Depression as compared to CYP2D6 *1/*1.	*1		= 0.03	Unknown			
1448603849	CYP3A5*1, CYP3A5*3	tacrolimus	Metabolism/PK	yes	CYP3A5 *1/*1 + *1/*3 is associated with decreased trough concentration of tacrolimus in people with Kidney Transplantation as compared to CYP3A5 *3/*3.	*1		< 0.0001	OR			
1449157016	CYP2B6*1, CYP2B6*2	efavirenz	Metabolism/PK	no	CYP2B6 *2 is not associated with concentrations of efavirenz in people with HIV as compared to CYP2B6 *1/*1.				OR			
1184469338	CYP2C9*1, CYP2C9*2	warfarin	Dosage	yes	CYP2C9 *1/*2 is associated with increased dose of warfarin as compared to CYP2C9 *1/*1.	*1	*2	= 0.00	OR			
1184469338	CYP2C9*1, CYP2C9*2	warfarin	Dosage	yes	CYP2C9 *1/*2 is associated with increased dose of warfarin as compared to CYP2C9 *1/*1.	*1	*2	< 0.001	OR			
1183699310	CYP2C9*1, CYP2C9*2	warfarin	Dosage	yes	CYP2C9 *2 is associated with decreased dose of warfarin in people with total knee or hip arthroplasty as compared to CYP2C9 *1.	*2		= 0.001	OR			
1183699417	CYP2D6*1, CYP2D6*3, CYP2D6*4, CYP2D6*5	risperidone	Metabolism/PK	yes	CYP2D6 *4/*4 (assigned as poor metabolizer phenotype) is associated with decreased clearance of risperidone in people with Psychotic Disorders as compared to CYP2D6 *1/*1 + *1/*3 + *1/*4 + *1/*5.			= 0.001	OR			
1183699417	CYP2D6*1, CYP2D6*3, CYP2D6*4, CYP2D6*5	risperidone	Metabolism/PK	yes	CYP2D6 *4/*4 (assigned as poor metabolizer phenotype) is associated with decreased clearance of risperidone in people with Psychotic Disorders as compared to CYP2D6 *1/*1 + *1/*3 + *1/*4 + *1/*5.			< 0.001	OR			
1183699417	CYP2D6*1, CYP2D6*3, CYP2D6*4, CYP2D6*5	risperidone	Metabolism/PK	yes	CYP2D6 *4/*4 (assigned as poor metabolizer phenotype) is associated with decreased clearance of risperidone in people with Psychotic Disorders as compared to CYP2D6 *1/*1 + *1/*3 + *1/*4 + *1/*5.			< 0.001	OR			
1183699417	CYP2D6*1, CYP2D6*3, CYP2D6*4, CYP2D6*5	risperidone	Metabolism/PK	yes	CYP2D6 *4/*4 (assigned as poor metabolizer phenotype) is associated with decreased clearance of risperidone in people with Psychotic Disorders as compared to CYP2D6 *1/*1 + *1/*3 + *1/*4 + *1/*5.			> 0.1	OR			
1451406180	CYP3A4*1, CYP3A4*22	ibuprofen	Efficacy	no	CYP3A4 *1/*22 is associated with decreased response to ibuprofen in people with Pain, Postoperative as compared to CYP3A4 *1/*1 (assigned as normal metabolizer genotype phenotype) .			= 0.059				
1451406180	CYP3A4*1, CYP3A4*22	ibuprofen	Efficacy	no	CYP3A4 *1/*22 is associated with decreased response to ibuprofen in people with Pain, Postoperative as compared to CYP3A4 *1/*1 (assigned as normal metabolizer genotype phenotype) .			= 0.345				
1451406180	CYP3A4*1, CYP3A4*22	ibuprofen	Efficacy	no	CYP3A4 *1/*22 is associated with decreased response to ibuprofen in people with Pain, Postoperative as compared to CYP3A4 *1/*1 (assigned as normal metabolizer genotype phenotype) .			= 0.603				
1451406180	CYP3A4*1, CYP3A4*22	ibuprofen	Efficacy	no	CYP3A4 *1/*22 is associated with decreased response to ibuprofen in people with Pain, Postoperative as compared to CYP3A4 *1/*1 (assigned as normal metabolizer genotype phenotype) .			= 0.821				
1448276106	CYP2C9*1, CYP2C9*3	warfarin	Dosage	yes	CYP2C9 *1/*3 is associated with decreased dose of warfarin in children as compared to CYP2C9 *1/*1.			< 0.05	OR			
1448276095	CYP2C9*1, CYP2C9*2	warfarin	Dosage	yes	CYP2C9 *1/*2 is associated with decreased dose of warfarin in children as compared to CYP2C9 *1/*1.			< 0.05	OR			
1449157093	TPMT*1, TPMT*3A, TPMT*3C	thioguanine	Metabolism/PK	yes	TPMT *1/*3A + *1/*3C are associated with increased concentrations of thioguanine in people with Crohn Disease as compared to TPMT *1/*1.	*3A		< 0.001	OR		0.13	0.577
1184747953	CYP2D6*2, CYP2D6*5, CYP2D6*10, CYP2D6*39	paroxetine	Metabolism/PK	no	CYP2D6 *2/*10 + *10/*39 + *10/*10 + *5/*10 is not associated with concentrations of paroxetine in people with Depressive Disorder, Major as compared to CYP2D6 *39/*39 + *5/*39.			= 0.122	OR			
1183945249	CYP3A5*1, CYP3A5*3	tacrolimus	Metabolism/PK	not stated	CYP3A5 *1/*3 is associated with increased clearance of tacrolimus in human liver microsomes as compared to CYP3A5 *3/*3.	*3			OR			
1451406341	CYP3A4*1, CYP3A4*22	tramadol	Efficacy	no	CYP3A4 *1/*22 is not associated with response to tramadol in people with Pain, Postoperative as compared to CYP3A4 *1/*1 (assigned as normal metabolizer genotype phenotype) .			= 0.332				
1451406341	CYP3A4*1, CYP3A4*22	tramadol	Efficacy	no	CYP3A4 *1/*22 is not associated with response to tramadol in people with Pain, Postoperative as compared to CYP3A4 *1/*1 (assigned as normal metabolizer genotype phenotype) .			= 0.455				
1451406341	CYP3A4*1, CYP3A4*22	tramadol	Efficacy	no	CYP3A4 *1/*22 is not associated with response to tramadol in people with Pain, Postoperative as compared to CYP3A4 *1/*1 (assigned as normal metabolizer genotype phenotype) .			= 0.644				
1451406341	CYP3A4*1, CYP3A4*22	tramadol	Efficacy	no	CYP3A4 *1/*22 is not associated with response to tramadol in people with Pain, Postoperative as compared to CYP3A4 *1/*1 (assigned as normal metabolizer genotype phenotype) .			= 0.813				
1449173523	CYP3A4*1, CYP3A4*20	tacrolimus	Dosage	no	CYP3A4 *1/*20 is associated with decreased dose of tacrolimus in people with Kidney Transplantation as compared to CYP3A4 *1/*1.	*20			OR			
1448423497	CYP2C19*1, CYP2C19*2, CYP2C19*3	proguanil	Metabolism/PK	yes	CYP2C19 *2/*2 + *2/*3 + *3/*3 is associated with decreased metabolism of proguanil in children with Malaria as compared to CYP2C19 *1/*1.			< 0.001	OR			
1184518608	TPMT*1, TPMT*3A, TPMT*3C	mercaptopurine	Dosage	yes	TPMT *1/*3A + *1/*3C + *3A/*3A are associated with decreased dose of mercaptopurine in children with Precursor Cell Lymphoblastic Leukemia-Lymphoma as compared to TPMT *1/*1.	*1		= 0.042	OR	3.03	1.03	7.42
1183699464	CYP3A7*1A, CYP3A7*1C	risperidone	Metabolism/PK	no	CYP3A7 *1C is not associated with clearance of risperidone in people with Psychotic Disorders as compared to CYP3A7 *1A.	*1C			OR			
1448489015	CYP3A4*1, CYP3A4*22	exemestane	Metabolism/PK	yes	CYP3A4 *1/*22 is associated with increased concentrations of exemestane in women with Breast Neoplasms as compared to CYP3A4 *1/*1.	*22		< 0.01	OR			
1451123305	CYP2B6*1, CYP2B6*6	lumefantrine	Metabolism/PK	no	CYP2B6 *6/*6 is not associated with metabolism of lumefantrine in healthy individuals as compared to CYP2B6 *1/*1.			= 0.683				
1451123300	CYP2B6*1, CYP2B6*6	artemether	Metabolism/PK	yes	CYP2B6 *6/*6 is associated with decreased metabolism of artemether in healthy individuals as compared to CYP2B6 *1/*1.			= 0.011				
1447948288	CYP2D6*1, CYP2D6*5, CYP2D6*10	gefitinib	Metabolism/PK	no	CYP2D6 *1/*5 + *1/*10 + *5/*10 + *10/*10 are not associated with concentrations of gefitinib in people with Carcinoma, Non-Small-Cell Lung as compared to CYP2D6 *1/*1.			> 0.05	OR			
1184748190	CYP2C19*1, CYP2C19*2, CYP2C19*3	citalopram,escitalopram	Metabolism/PK	yes	CYP2C19 *2/*2 + *3/*3 + *2/*3 (assigned as poor metabolizers phenotype) is associated with increased exposure to citalopram or escitalopram as compared to CYP2C19 *1/*1 (assigned as normal metabolizers phenotype) .			< 0.0001	OR			
1000539548	CYP3A5*1, CYP3A5*3	vincristine	Metabolism/PK	no	CYP3A5 *1/*3 is not associated with clearance of vincristine in children with Neoplasms as compared to CYP3A5 *3/*3.	*3			Unknown			
1448993424	CYP3A4*1, CYP3A4*22	antipsychotics,aripiprazole,haloperidol,pimozide,risperidone	Metabolism/PK	no	CYP3A4 *22 is not associated with dose-adjusted trough concentrations of antipsychotics, aripiprazole, haloperidol, pimozide or risperidone in people with Psychotic Disorders as compared to CYP3A4 *1.	*22		= 0.35	OR			
1449190032	CYP2C19*1, CYP2C19*17	n-desmethylclozapine	Metabolism/PK	yes	CYP2C19 *17 is associated with increased concentrations of n-desmethylclozapine in people with schizoaffective disorder and Schizophrenia as compared to CYP2C19 *1.			= 0.049	OR			
1448603574	CYP2D6*1, CYP2D6*2, CYP2D6*4, CYP2D6*5, CYP2D6*6, CYP2D6*9, CYP2D6*17, CYP2D6*41	oxymorphone	Metabolism/PK	yes	CYP2D6 *1/*1 + *1/*9 + *2/*9 + *1/*2 + *2/*2 (assigned as normal metabolizers phenotype) is associated with increased exposure to oxymorphone in children with as compared to CYP2D6 *1/*4 + *1/*6 + *17/*41 + *2/*4 + *2/*5 + *4/*41 (assigned as poor metabolizers and intermediate metabolizers phenotype) .			= 0.0162	OR			
1448603574	CYP2D6*1, CYP2D6*2, CYP2D6*4, CYP2D6*5, CYP2D6*6, CYP2D6*9, CYP2D6*17, CYP2D6*41	oxymorphone	Metabolism/PK	yes	CYP2D6 *1/*1 + *1/*9 + *2/*9 + *1/*2 + *2/*2 (assigned as normal metabolizers phenotype) is associated with increased exposure to oxymorphone in children with as compared to CYP2D6 *1/*4 + *1/*6 + *17/*41 + *2/*4 + *2/*5 + *4/*41 (assigned as poor metabolizers and intermediate metabolizers phenotype) .			= 0.02	OR			
1449157325	CYP2B6*1, CYP2B6*6	cyclophosphamide	Metabolism/PK	yes	CYP2B6 *6 is associated with decreased metabolism of cyclophosphamide in people with Lymphoma, Non-Hodgkin as compared to CYP2B6 *1/*1.			< 0.01	OR			
1184748315	CYP2C19*1, CYP2C19*2, CYP2C19*3, CYP2C19*17	citalopram,escitalopram	Metabolism/PK	yes	CYP2C19 *1/*2 + *1/*3 + *2/*17 + *3/*17 is associated with increased exposure to citalopram or escitalopram as compared to CYP2C19 *1/*1 (assigned as normal metabolizers phenotype) .			< 0.05	OR			
1449157340	CYP2B6*1, CYP2B6*30	cyclophosphamide	Metabolism/PK	yes	CYP2B6 *1/*30 is associated with decreased metabolism of cyclophosphamide in people with Lymphoma, Non-Hodgkin as compared to CYP2B6 *1/*1.			< 0.01	OR			
